year,month,day_type,zone_name,dir,avg_daily_zone_vol,dir_avg_daily_vol,zone_vol_percent,avg_trip_duration,avg_trip_length
2019,4,3: Weekday3 (Tu-Th),LT-EB,EB,136665,512398,26.67164977224735459500,4406,26.4
2019,4,3: Weekday3 (Tu-Th),OB-EB,EB,52441,512398,10.23442714452437363100,4604,41.7
2019,4,3: Weekday3 (Tu-Th),BB-WB,WB,10362,551346,1.87940059418223765100,3533,21.1
2019,4,3: Weekday3 (Tu-Th),GB-WB,WB,67035,551346,12.15842683178983796000,5473,51.8
2019,4,3: Weekday3 (Tu-Th),GWB-WB,WB,179300,551346,32.52041367852491901600,5490,47.6
2019,4,3: Weekday3 (Tu-Th),HT-WB,WB,78330,551346,14.20704965665843227300,4784,28.4
2019,4,3: Weekday3 (Tu-Th),LT-WB,WB,163981,551346,29.74194063256104152400,4598,29.5
2019,4,3: Weekday3 (Tu-Th),OB-WB,WB,52338,551346,9.49276860628353157500,4418,41.3
2019,4,4: Weekend2 (F-Su),BB-EB,EB,8967,552513,1.62294823832199423400,4315,30.8
2019,4,4: Weekend2 (F-Su),GB-EB,EB,85683,552513,15.50787040304934001600,6107,59.9
2019,4,4: Weekend2 (F-Su),GWB-EB,EB,219253,552513,39.68286719045524720700,6169,58
2019,4,4: Weekend2 (F-Su),HT-EB,EB,52445,552513,9.49208434914653591900,4773,27.6
2019,4,4: Weekend2 (F-Su),LT-EB,EB,109814,552513,19.87536944832067299800,4601,30.9
